order_id,customer_id,product_id,product_name,quantity,unit_price,order_date,category
1065,CUST032,PROD116,"Роутер Wi-Fi 6",1,3200.00,"2024-02-16","Электроника"
1066,CUST034,PROD417,"Фен для волос",1,2800.00,"2024-02-16","Бытовая техника"
1067,CUST033,PROD223,"Галстук",2,600.00,"2024-02-17","Одежда"
1068,CUST035,PROD321,"Путеводитель по Европе",1,980.00,"2024-02-17","Книги"
1069,CUST034,PROD117,"ИБП для компьютера",1,5600.00,"2024-02-18","Электроника"
1070,CUST036,PROD418,"Весы кухонные",1,1200.00,"2024-02-18","Бытовая техника"
1071,CUST035,PROD224,"Ремень кожаный",1,900.00,"2024-02-19","Одежда"
1072,CUST037,PROD322,"Мемуары",1,1560.00,"2024-02-19","Книги"
1073,CUST036,PROD118,"SSD диск 1TB",1,4800.00,"2024-02-20","Электроника"
1074,CUST038,PROD419,"Электронные весы",1,1800.00,"2024-02-20","Бытовая техника"
1075,CUST037,PROD225,"Шарф зимний",1,800.00,"2024-02-21","Одежда"
1076,CUST039,PROD323,"Английский язык",1,1340.00,"2024-02-21","Книги"
1077,CUST038,PROD119,"Карта памяти 128GB",2,1200.00,"2024-02-22","Электроника"
1078,CUST040,PROD420,"Увлажнитель воздуха",1,3400.00,"2024-02-22","Бытовая техника"
1079,CUST039,PROD226,"Перчатки кожаные",1,1100.00,"2024-02-23","Одежда"
1080,CUST041,PROD324,"Психология",1,1670.00,"2024-02-23","Книги"
1081,CUST040,PROD120,"Кабель USB-C",3,450.00,"2024-02-24","Электроника"
1082,CUST042,PROD421,"Обогреватель",1,3200.00,"2024-02-24","Бытовая техника"
1083,CUST041,PROD227,"Боди для ребенка",2,700.00,"2024-02-25","Одежда"
1084,CUST043,PROD325,"Энциклопедия животных",1,1560.00,"2024-02-25","Книги"
1085,CUST042,PROD121,"Док-станция",1,2800.00,"2024-02-26","Электроника"
1086,CUST044,PROD422,"Вентилятор",1,1500.00,"2024-02-26","Бытовая техника"
1087,CUST043,PROD228,"Комплект белья",1,3400.00,"2024-02-27","Одежда"
1088,CUST045,PROD326,"Программирование на C++",1,1890.00,"2024-02-27","Книги"
1089,CUST044,PROD122,"Сетевой фильтр",1,800.00,"2024-02-28","Электроника"
1090,CUST046,PROD423,"Электрогриль",1,5600.00,"2024-02-28","Бытовая техника"
1091,CUST045,PROD229,"Полотенце банное",3,400.00,"2024-02-29","Одежда"
1092,CUST047,PROD327,"Философия",1,1230.00,"2024-02-29","Книги"
1093,CUST046,PROD123,"Мышь беспроводная",1,1200.00,"2024-03-01","Электроника"
1094,CUST048,PROD424,"Кофемолка",1,1800.00,"2024-03-01","Бытовая техника"
1095,CUST047,PROD230,"Халат банный",1,2100.00,"2024-03-02","Одежда"
1096,CUST049,PROD328,"Экономика",1,1450.00,"2024-03-02","Книги"
1097,CUST048,PROD124,"Коврик для мыши",1,350.00,"2024-03-03","Электроника"
1098,CUST050,PROD425,"Миксер",1,2900.00,"2024-03-03","Бытовая техника"
1099,CUST049,PROD231,"Кепка бейсболка",1,600.00,"2024-03-04","Одежда"
1100,CUST001,PROD329,"Журнал мод",1,450.00,"2024-03-04","Книги"
1101,CUST050,PROD125,"Чехол для ноутбука",1,900.00,"2024-03-05","Электроника"
1102,CUST002,PROD426,"Электрочайник стеклянный",1,2100.00,"2024-03-05","Бытовая техника"
1103,CUST003,PROD232,"Носки хлопковые",6,120.00,"2024-03-06","Одежда"
1104,CUST004,PROD330,"Комиксы DC",2,480.00,"2024-03-06","Книги"
1105,CUST005,PROD126,"Камера видеонаблюдения",1,5600.00,"2024-03-07","Электроника"
1106,CUST006,PROD427,"Йогуртница",1,2300.00,"2024-03-07","Бытовая техника"
1107,CUST007,PROD233,"Термобелье",2,800.00,"2024-03-08","Одежда"
1108,CUST008,PROD331,"Садоводство",1,980.00,"2024-03-08","Книги"
1109,CUST009,PROD127,"Стабилизатор напряжения",1,3400.00,"2024-03-09","Электроника"
1110,CUST010,PROD428,"Сэндвичница",1,1500.00,"2024-03-09","Бытовая техника"
1111,CUST011,PROD234,"Блузка офисная",1,1600.00,"2024-03-10","Одежда"
1112,CUST012,PROD332,"Рукоделие",1,670.00,"2024-03-10","Книги"
1113,CUST013,PROD128,"Акустическая система",1,8900.00,"2024-03-11","Электроника"
1114,CUST014,PROD429,"Пароварка",1,2800.00,"2024-03-11","Бытовая техника"
1115,CUST015,PROD235,"Жилет утепленный",1,3200.00,"2024-03-12","Одежда"
1116,CUST016,PROD333,"Музыка",1,1120.00,"2024-03-12","Книги"
1117,CUST017,PROD129,"ИБП для сервера",1,15600.00,"2024-03-13","Электроника"
1118,CUST018,PROD430,"Сушилка для белья",1,1200.00,"2024-03-13","Бытовая техника"
1119,CUST019,PROD236,"Кроссовки беговые",1,4500.00,"2024-03-14","Одежда"
1120,CUST020,PROD334,"Искусство",1,1780.00,"2024-03-14","Книги"
1121,CUST021,PROD130,"Графический планшет",1,12300.00,"2024-03-15","Электроника"
1122,CUST022,PROD431,"Массажер",1,3400.00,"2024-03-15","Бытовая техника"
1123,CUST023,PROD237,"Тапочки домашние",2,350.00,"2024-03-16","Одежда"
1124,CUST024,PROD335,"Медицина",1,1560.00,"2024-03-16","Книги"
1125,CUST025,PROD131,"Сканер документов",1,5600.00,"2024-03-17","Электроника"
1126,CUST026,PROD432,"Электробритва",1,2900.00,"2024-03-17","Бытовая техника"
1127,CUST027,PROD238,"Шапка вязаная",1,600.00,"2024-03-18","Одежда"
1128,CUST028,PROD336,"Юриспруденция",1,1890.00,"2024-03-18","Книги"
1129,CUST029,PROD132,"Термопаста",2,300.00,"2024-03-19","Электроника"
1130,CUST030,PROD433,"Эпилятор",1,3200.00,"2024-03-19","Бытовая техника"
1131,CUST031,PROD239,"Ночная сорочка",1,900.00,"2024-03-20","Одежда"
1132,CUST032,PROD337,"Архитектура",1,2340.00,"2024-03-20","Книги"
1133,CUST033,PROD133,"Кабель HDMI",1,450.00,"2024-03-21","Электроника"
1134,CUST034,PROD434,"Зубная щетка электрическая",1,1800.00,"2024-03-21","Бытовая техника"
1135,CUST035,PROD240,"Бюстгальтер",2,800.00,"2024-03-22","Одежда"
1136,CUST036,PROD338,"Дизайн интерьера",1,1450.00,"2024-03-22","Книги"
1137,CUST037,PROD134,"Сетевой коммутатор",1,3400.00,"2024-03-23","Электроника"
1138,CUST038,PROD435,"Триммер",1,1200.00,"2024-03-23","Бытовая техника"
1139,CUST039,PROD241,"Колготки",3,200.00,"2024-03-24","Одежда"
1140,CUST040,PROD339,"Фотография",1,1670.00,"2024-03-24","Книги"
1141,CUST041,PROD135,"Блок питания",1,1800.00,"2024-03-25","Электроника"
1142,CUST042,PROD436,"Маникюрный набор",1,900.00,"2024-03-25","Бытовая техника"
1143,CUST043,PROD242,"Плавки",1,400.00,"2024-03-26","Одежда"
1144,CUST044,PROD340,"Астрономия",1,1560.00,"2024-03-26","Книги"
1145,CUST045,PROD136,"Крепление для монитора",1,1200.00,"2024-03-27","Электроника"
1146,CUST046,PROD437,"Весы напольные",1,800.00,"2024-03-27","Бытовая техника"
1147,CUST047,PROD243,"Купальные шорты",1,500.00,"2024-03-28","Одежда"
1148,CUST048,PROD341,"Химия",1,1340.00,"2024-03-28","Книги"
1149,CUST049,PROD137,"Адаптер Wi-Fi",1,600.00,"2024-03-29","Электроника"
1150,CUST050,PROD438,"Фонарь LED",1,450.00,"2024-03-29","Бытовая техника"
1151,CUST001,PROD244,"Рюкзак городской",1,2400.00,"2024-03-30","Одежда"
1152,CUST002,PROD342,"Физика",1,1780.00,"2024-03-30","Книги"
1153,CUST003,PROD138,"Кабель Ethernet",2,350.00,"2024-03-31","Электроника"
1154,CUST004,PROD439,"Термос",1,1200.00,"2024-03-31","Бытовая техника"
1155,CUST005,PROD245,"Сумка спортивная",1,1800.00,"2024-04-01","Одежда"
1156,CUST006,PROD343,"Биология",1,1450.00,"2024-04-01","Книги"
1157,CUST007,PROD139,"Подставка для ноутбука",1,800.00,"2024-04-02","Электроника"
1158,CUST008,PROD440,"Термокружка",1,600.00,"2024-04-02","Бытовая техника"
1159,CUST009,PROD246,"Кошелек кожаный",1,900.00,"2024-04-03","Одежда"
1160,CUST010,PROD344,"География",1,980.00,"2024-04-03","Книги"
1161,CUST011,PROD140,"USB-концентратор",1,450.00,"2024-04-04","Электроника"
1162,CUST012,PROD441,"Электроплитка",1,800.00,"2024-04-04","Бытовая техника"
1163,CUST013,PROD247,"Поясная сумка",1,500.00,"2024-04-05","Одежда"
1164,CUST014,PROD345,"История",1,1230.00,"2024-04-05","Книги"
1165,CUST015,PROD141,"Внешний DVD-привод",1,1200.00,"2024-04-06","Электроника"
1166,CUST016,PROD442,"Гриль электрический",1,4500.00,"2024-04-06","Бытовая техника"
1167,CUST017,PROD248,"Чехол для очков",1,300.00,"2024-04-07","Одежда"
1168,CUST018,PROD346,"Литература",1,1120.00,"2024-04-07","Книги"
1169,CUST019,PROD142,"Аккумулятор для ноутбука",1,2800.00,"2024-04-08","Электроника"
1170,CUST020,PROD443,"Швейная машина",1,7800.00,"2024-04-08","Бытовая техника"
1171,CUST021,PROD249,"Зонт складной",1,600.00,"2024-04-09","Одежда"
1172,CUST022,PROD347,"Политология",1,1560.00,"2024-04-09","Книги"
1173,CUST023,PROD143,"Кабель питания",1,250.00,"2024-04-10","Электроника"
1174,CUST024,PROD444,"Оверлок",1,5600.00,"2024-04-10","Бытовая техника"
1175,CUST025,PROD250,"Перчатки спортивные",1,400.00,"2024-04-11","Одежда"
1176,CUST026,PROD348,"Социология",1,1340.00,"2024-04-11","Книги"
1177,CUST027,PROD144,"Кулер для процессора",1,1200.00,"2024-04-12","Электроника"
1178,CUST028,PROD445,"Пароочиститель",1,3400.00,"2024-04-12","Бытовая техника"
1179,CUST029,PROD251,"Накладки на плечи",1,150.00,"2024-04-13","Одежда"
1180,CUST030,PROD349,"Антропология",1,1670.00,"2024-04-13","Книги"
1181,CUST031,PROD145,"Вентилятор для корпуса",2,350.00,"2024-04-14","Электроника"
1182,CUST032,PROD446,"Аэрогриль",1,4500.00,"2024-04-14","Бытовая техника"
1183,CUST033,PROD252,"Подтяжки",1,200.00,"2024-04-15","Одежда"
1184,CUST034,PROD350,"Лингвистика",1,1450.00,"2024-04-15","Книги"
1185,CUST035,PROD146,"Термодатчик",1,180.00,"2024-04-16","Электроника"
1186,CUST036,PROD447,"Соковарка",1,2300.00,"2024-04-16","Бытовая техника"
1187,CUST037,PROD253,"Бабочка галстук",1,250.00,"2024-04-17","Одежда"
1188,CUST038,PROD351,"Культурология",1,1230.00,"2024-04-17","Книги"
1189,CUST039,PROD147,"Модем 4G",1,3200.00,"2024-04-18","Электроника"
1190,CUST040,PROD448,"Йогуртница автоматическая",1,1800.00,"2024-04-18","Бытовая техника"
1191,CUST041,PROD254,"Зажим для галстука",1,100.00,"2024-04-19","Одежда"
1192,CUST042,PROD352,"Педагогика",1,1120.00,"2024-04-19","Книги"
1193,CUST043,PROD148,"Сетевой кабель",3,120.00,"2024-04-20","Электроника"
1194,CUST044,PROD449,"Сушилка для овощей",1,2800.00,"2024-04-20","Бытовая техника"
1195,CUST045,PROD255,"Цепочка для очков",1,150.00,"2024-04-21","Одежда"
1196,CUST046,PROD353,"Журналистика",1,980.00,"2024-04-21","Книги"
1197,CUST047,PROD149,"Антенна Wi-Fi",1,450.00,"2024-04-22","Электроника"
1198,CUST048,PROD450,"Мороженица",1,3400.00,"2024-04-22","Бытовая техника"
1199,CUST049,PROD256,"Запонки",1,300.00,"2024-04-23","Одежда"
1200,CUST050,PROD354,"Религиоведение",1,1340.00,"2024-04-23","Книги"
